full_text,label
@MrsGandhi @alkeshmshah @ArvindKejriwalApni Ma se puchte ho ki  ration card ke liye rape karoon ki nahi. Haram kahan tu deshdrohi kahan Modi,Hate Speech
@DKAntiBJP tu bhakt nahi hater hai.Nd log hate v usi Ko karte hai jisko kabhi v love Kiya ho. As I told u I m not a bhakt of any1.,Normal Speech
@ZeeNewsHindi I hate this person Jo desh ke rastra gaan ko ijjat nahi deta usko Indian team me bhi koi jagaha nahi deni chahaiye,Hate Speech
Armaan k ek v song  nominate nahi hua..😠😡😤😤 jin logo ne esa kiya ..unn logo ko👊👊👊👋👋💪..i hate dis peoples..,Hate Speech
@anihachaudhary Kiss ki hate speech chala di ?,Normal Speech
@ss224eve usee hate karnese kya hoga..,Normal Speech
@saifi26521 shiv kon hai ye toh tere rapist Muhammad se puchh jiski rape ka tu nateeja hai.....bhadwe rapist ka result.....aisha kaisi chudi,Hate Speech
@saifi26521 Mughalo k rape ka nateeja hai tu😂😂 osama bin laden ki aulaad......dekh kahin agla bomb teri maa k gaand mein naa fatt jaye😄😄😄😄,Hate Speech
"@Rajev_Paul Hate heena..... too much irritating n bat karne ka tamiz nhi hai unme....sab ko insult karna ati hai unko.....bas aur kuch nhi ati hai.....bohot insecure hai wo ladki....
Sir apki fav kon hai iss seasn mai??",Hate Speech
Ye hai sapa ke neta jo ki varanasi cholapur block ke pramukh hai. Inki gunda gardi.ladish ko rape ki dhamki https://t.co/51y8zk16Ln,Hate Speech
"@adiyaljat @sanjivbhatt Bhai ye log ye nara apni bahano ka rape karne me istemal karte h bas
Inke dharm me sab jayaj h",Normal Speech
"thank you geeta ma'am. Insaan Nafrat me sahi aur galat hi bhool jata...
@geeta_phogat #BB11 #BiggBoss11 @ColorsTV @BiggBoss https://t.co/AppXUBDtVK",Normal Speech
"#BANDAGI PUNISHI KO TO BAHER K JAIL ME DALO WAQEI SUFAID CHUDAIL KALA RAKSHAS...WE ALL HATE PUNGI🐷👹 GANDAGI KI DUKAN DONO ARSHI KO SHILPA SE LADA K NOMINATION SE BACHNA CHAHTE HAIN YE KUTTE KUTYA..KIDE PADEN PUNGI KO
🐖🐗",Hate Speech
"""I hate girls"" bolne Vale londe vohi hote hai Jo sale YouTube par jaakr how to impress girls jaisi bakchod videos dekhte hai.
@SarcasmHubb",Normal Speech
#Ishqbaaaz ye lo yrkkh ka ek aur promo de diya star plus ne Matlab iss show ka Har week promo aur ib ka ek bhi nahi. Really hate star plus 😑,Hate Speech
"Tamam indians chaahte hen k.hum piyaar muhabbat se rahen.. or tum nafrat ke beej bo rahe ho... shame on u @TarekFatah 
#BanFatahKaFatwa",Normal Speech
Hamare yaha Red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain. ☺,Normal Speech
"I hate her yaar. Har koi issi ka name diye jaa raha ha. :/
0.0% https://t.co/S6EoWthmCc",Hate Speech
"Is it okay to hate someone who is dead?

Kyun mujhe is waqt Mirza Ghalib sy bohat khafgi ho rhi hai",Normal Speech
"YE hai desh ki police ke haal 
murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua hai,har... https://t.co/PNnayLXFAh",Normal Speech
"1 @Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.
#BanFatahKaFatwa",Normal Speech
"Akhilesh Ki ka Vikash Dekhe !!
UP ke Law n Order Ki To le ke rakhi hai 🙏
Ye hai Vikash ?? 
Gundagardi murder rape... https://t.co/w04oDYNcBn",Normal Speech
"Retweeted PhD in Bakchodi (@Atheist_Krishna):

Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon... https://t.co/p9uhc4fSnp",Normal Speech
Muje seasat se bhot nafrat hai phans gaya account bana k jab open karun account hazer imran nawaz humza sub ki he post aa jati hai 😰😩😈,Hate Speech
"Ppp corupt zardari mafya bun chuki,sindi awam unse sakht nafrat karta,ab sindi ki umid,gareeb Mazloom ka bhadr sathi
AYAZ،L،P Tezi se arha h https://t.co/0GG1RgulvX",Hate Speech
"@BanFatahKaFatwa 
Zee news pe Fatah ka Fatwa ban hona chahiye, ye yahan Hindu aur Musalamanon men Nafrat faila Raha hai.",Normal Speech
@iPGaur @imanveergurjar Kamya english sikha rahi hate failane k sath sath 😂😂,Normal Speech
"sabhi ka khoon hay shamil watan ki matti main,
kisi kay baap ka yeh Pakistan thori hay !!",Normal Speech
"IK corrupt nahin isi liye 90s ki siyasat par uttar aayi hai Pakistan Mujra League. 
Inki party ki auraton ka to rape kiya jata hai!",Normal Speech
"Ajj mujhe puneesh aur bandgi ko dekha kar itna zadya gussa aa rha tha ki kaise log hai yeh Mujhe iss season k sabse worst Constants mil gye 
I hate Gandgi
#BiggBoss11",Normal Speech
"@HarrishMishrra @DubeyAbhay_ Ye bhi ek daur modi or trump ka
hai jaise Hitler,musolini,stalin,bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega",Normal Speech
"@Aadiiroy magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.

Fitna, jhoot, bohtaan, nafrat ke beej bona. Kiya nai karhe",Normal Speech
": ¿Kismat Sath Na Dy To Dosti Bhi Nafrat Main Badal Jati Hy 
 
 Tum Ne Dekha Ho Ga K Kanta Lagny Per Log Phool Ko B Phenk Dety  Hain .Love U.....",Normal Speech
Kiu kuch log chehre pr dohra chehra lekr ghumte h jese h wese kiu nhi dikhte sabke samne kuch or alag m kuch not i just hate them 😠😠😠,Hate Speech
@uroosa_arshi Tune kion ladai ki #Shilpa ji se tu bahut fek hai #Arshi. Vikas Gupta ne there like kya kya nhi kiya tune us vikas Gupta ko bura bola u fake person loser .hate u,Hate Speech
"Milna bichdna sab kismat ka khel hai,Kabhi nafrat to kabhi dilo ka mail hai,Be dosti hi yaha “NOT FOR SALE” hai. https://t.co/kcgcEOSw6b",Normal Speech
kabhi nafrat to kabhi dilo ka mail hai,
be dosti hi yaha not for sale hai ,
@90kPow 😂😂 ... Tum log bhi acha kro ... yahan Terrorism krwane jin RAW walon ko bhjte ho tum log woh pakre jate hain 😂,Normal Speech
"Agr aap Sab Shilpa ko Hate krte ho and Uske against tweet krte toh means aap sirf Shilpa Hater ho
Agr aap sab Hina ke fans ho toh pls sirf aur sirf @eyehinakhan ke baare mein hi tweets kro

Positive Tweets for #HinaKhan #SherKhan 💖",Normal Speech
"@manupunjabim3 Hina ki team aisi hi hai kewal nafrat hi rakhti hai..Manu bhai
aaj hina ki baari aayi to apne time pe rone lgi public se appl karne lgi
Kl jo kiya wo bhul gyi phir bhi ye log kuchh nhi kiye kal ki Apeksha agar mirchi dalte na to n jane kya kya karti
Puri fake hai",Normal Speech
"@toitv @Shilpa_Shinde_ Qasam se bohot ghamandi hai. Jaise ki sabse jada kaabil yahi hai.
Kisi producer ne isko agar show diya to unki bohot bari galti hogi, bcoz isne logo ka itna nafrat gain kiya hai ki TRP zero ho jayega uss show ka. @i_shilpa_shinde @Im_ShilpaShinde @Shilpa_Shinde_ @shilpa_shindey",Normal Speech
"@MalixOwn @tzghauri Is me koi shak nahin k, aik insan ka qatal, puri insaniat ka qatal hy
Lakin
Masoom Zainab k sath rape or murder case ka mawazina Shahrukh Jatoi k case sy heran kun hy, buhat bari debate hosakti hy
Or
Rao Anwar jin ka banda hy, un ka name leny ki jurat bhi nahin hy kisi ki 🙏",Normal Speech
"@AamAadmiParty 
Dear Kejriwal je
Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.
??",Normal Speech
"@Hiba67739445 @iamkamyapunjabi @KishwerM @eyehinakhan @geeta_phogat Yeh abbi bura bnayegay.
Koi faida nai.
And one think?
Arshi khan KO add q nai kia apni hatred mai?
Is conversation mai wo bi ti.
Sub Kai apnay point of view 
Ksi nay koi aesa alfaz nai bola Jo bardasht na hosakaya 
Neither hina nor arshi.
But haters bicharay andhay.😏",Normal Speech
"@TarekFatah @ZeeNews 
MADARSE AMAN W TAHZEEB KE GAHWARE HAIN,
MADARSON KO TERRORISM SE JORHNE WALA KHUD TERRORIST HAI.
#BANFATAHKAFATWA",Normal Speech
@SirJadeja Hagney gayi hogi! Kisi ney rape tu nahi kardiya ? 😳😳,Normal Speech
"@11_Bigboss Bahot gande log hai yaar ye #PunishSharma and #BandagiKalra ,,disgusting 
Punish ki life me do hi cheeze chalti hai... 1) bandagi
      2) gandagi
 Hate it man hate it",Normal Speech
"Jiska khoon  ek movie free mein dekhne ke liye ufaan maare wo Rajput

Jo bina zyaada load liye movie dekhne jaae wo moviegoer
And 

Jo Twitter pe Support, Boycott ka trend kare wo Chutiye",Normal Speech
"Dalbandin
Se Cancer K Mareez K Elaj Karwane Lahor Jane Wale Mutadid Sheri Panjab Poliec K Hate Chad Gai.
Hazaron Rupo Se Merum
Mutasra Afrad",Normal Speech
"Karachi k baad Lahore mei bhi Rangers operation hona chahyay.
@HamidMirGEO
Logic: Taa k lahore b political terrorism sy nijat paaye.",Normal Speech
"@NehaDhupia 
Barabar ho raha he actress ke sath, rape bhi hona chahiye actress ke satha sale bibhats sinc dete samay sochna chahiye 
 Nirdos",Normal Speech
"kaun h vo log jo Hina Akash or luv ko vote kr rhe h...dil khi kho diya kya??? nafrat bdi cheez h.....
ek bar fair hokr vote ni kr skte??? insaniyat ki hade par ho gai aaj😠 https://t.co/pQOzgfDSbD",Normal Speech
😂 to tu poor kat ko ata hate list se https://t.co/8oi0ksHWWb,Hate Speech
"@Sanya_Appy Tumne half dekha Hai pura Dekho
Hina Ne Fb Fan Following ke baare me kaha Jo Sach Hai h Gauhar ke Followers Kam h fb pe
Sanjeeda vala Vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte
Sakhsi vala Arshi ne Bola acche se dekho
Hate karne ka reason laao
Varna(1)",Normal Speech
"Hina se hate inka itna badh chuka hai ke sahi galat aur insaniyat ki tameez kho bethe hai. 
I wanted Kishwar to win @Biggboss, now m feeling glad she didnt. 
Gawd! Is @Biggboss k season ne dusre celebs k bhi asli chehre dikha diye. Shocking
#BB11 https://t.co/l2AWKTVLOq",Normal Speech
"Jish movie ki story rape viktim girl ki ho,kya ek viktim ko sexy bolna shi hai,ye log simple name rakh skte the.
but inko Aise naam rakh kar controversy create kark film ki free publicity karwana tha.
Vivad hone pr freedom of speech khatre mein aa jata hai
#BollywoodDirtyPlay https://t.co/Rpl0RuKdDp",Normal Speech
@fashionistapc Hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain .. It's not a fact just blind hate Lol agar tumko lagta hai wo sahi tha to I have nothing to say 😂,Normal Speech
"@RaziDada dada sudia ne jo muslamno pe zulam karwaye han.jis tara nafrat ki ha..ab time aa gia ha wo be asa he dekhen.
suadie kings apne badshat bachane k liye kisi ko be ne chora 
muslamno ko Mecca aur Madina k nam pe cash karwata raha",Normal Speech
"LMAO :'D ROLF :'D 
Too much hate in one tweet..😂
Woh bhi Bhaag k arhay jinhein janti bhi nhi lol 😂😂😂",Normal Speech
"@asadowaisi Bad politics ek hindu bhai dusre hindu bhai ka khoon pene k liye taiyar hogaya he... 
Abhi bhe time he sab sudar jao. 
RAJNEETI SAMJO",Normal Speech
"@sambhavnaseth @YouTube Bandagi ki kunnas too episode k start say he nazar aarahi thi 
Jiss tarhan woh Hina ka stuff phanek rahi thi
I hate pungi yukh",Normal Speech
"Kal 2000 Gujaratiyo ke Khoon se apna haath rang ne wala Haiwan ask apne aapko Gujarat ka beta keh raha hai!!!!
@ModiLeDubega @jitupatwari @OfficeOfRG @INCIndia @manqais1 @geetv79 @s_szama @alamgirizvi @yadavtejashwi @Aneela_7 @DubeyAbhay_ @khalidsalmani1 @laluprasadrjd @pbhushan1 https://t.co/fiTk97XBVV",Normal Speech
@bainjal @BJP4India @Twitter @AamAadmiParty innovation unake khoon kae katrae katrae mein hain . 👍💐🤗,Normal Speech
"MR.MUKESH AMBANEE MADARCHAOD TERRE BETEE NISHA USHKEE GAAND KISEE AUR SE MARAYEE AIR BAOLEE MAI RAPE

KIYA
TEREE POLICE KI MSS CHAODOON",Normal Speech
"SRK's biggest enemy is his fans.
Enhi fans ne sabhi ko SRK se hate karne pe majboor kar diya

Dusro k liye Khadda khodne wale khud Girr pade",Hate Speech
"Koi Tiger ka khoon kar do... Humari nhi to kisi ki nahi...
💣💣💣💣💣💣💣💣💣💣💥 https://t.co/CxaYLLbm0F",Normal Speech
@isktweets hehe wo writing ki wjase arhi thi 😂 apni writing ko chukandar anaar aur kajar khilao take uska khoon bane 😜,Normal Speech
"Chowk me jote marne se pehly Jo
Guest house me rape ho kr qatal Hui hn
Unka qatil pakar lo... https://t.co/GbBJ4JtcdC",Normal Speech
@MuzamilPMLN @MaryamNSharif Ma khata ho Artical 63 ka tahat is bat pa muzamil Abbas Tara ko 51 bar phansi ke saza honi chaye........gali gali ma shooor ha aia sara .................chorrrr ha,Normal Speech
"@Amrita_0204 @divya4691 @TheKaranPatel We are showing 🤤🤤 we 🤤 really 🤤kya baat kar rahe ho 😲😲 aanshu aagaye yaar😢😢 koi itna hatred kaise laa sakta hai 😭😭 
Aapki jali na😁 jali na aapki 🤣🤣😆😆😁",Normal Speech
"@ritanshkasyap @Iamalam743502 @Ahtisha77 @shoaib100mph Haha... Kulbushan aur Kashmir singh jaison ko mat bheja kro terrorism khatam hojai ga
Raw wlon ki taiyari krwa k bheja kro pakre jate hain😂",Hate Speech
"@praveen_bajpai @pramiladixit @sardanarohit Rohit ko Dhamki dena
Bhi Abhi wyakti ki azadi

Kal uski behn bati rape hogi 

Aviwyakti ki azadi

Kar uski maut hogi
Aviwyakti ki azadi

Kal tere behn ke saath hoga
Tab bhi love jihad avivyakti ki azadi ban Jana chache",Normal Speech
"Kya Qusoor Hai Amala Ka: After Evan-Viraj-Suveer, Sunny to rape Amala

#kyaqusoorhaiamalaka #pankhuriawasthy... https://t.co/zlXtzpfGOn",Normal Speech
"Hate U Arshi Khan.. Hindustan Ki Awam Dekh Rahi Hai Dushman Se Dosti Tumhari..Ye Game Hai Ya Pyar..
#YeGhatiyapanKyaKehlataHai",Hate Speech
@angryminu 😀😀 me Mang leta Hun me kisiko dusman banake nhi rakhna chahta dost bana deta Hun pehle ladai uske bad dosti I hate negativity,Normal Speech
"Desh me rape pe rape ho the hai judge msti sent so the hai 
Pin it khun ke aanshu to the hai 
Rapist desh ki ijjat dho the hai
Judge msti se",Hate Speech
"-

Kitna bewaquf hain hai na 
W0 shakhs j0 nafrat karta hai Aurat se,,!

Jab k usay Janam Deny wali MAA Bhi Aurat-zaat h0ti hai...!!!

#SID",Normal Speech
"@Ankit__Tamoli bro mere tweet Mai sare rang hai, rajniti ke Pyaar ke nafrat ke jokes ke attitude ke 
@mayank4bjp @Crazykanika",Normal Speech
@MakkhiDesigner maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na. 😂😂😂😂,Normal Speech
"@Krishna9936170 @sevtamatar @kapilpandit86 @Chandra1Vinod @ramkaran_khatri @sapnajoshi122 @NiranjanTripa16 @narendramodi @_delhi__ @pandey_braj @TajinderBagga @manjit_nokwal @VaronikaVks @BatraK9 @BarkhaSeth2 @DurghaChoudhary @GCHDutta @RAJESHY38489366 @r95731 @InnPeggy @Krishna52171532 @RaviHindusta @Sanjeevarora64 @Santosh57190691 @saravastiares @devendratiwary3 Aum Namah shivah 
Agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye 
Radhey2 Gm @NiranjanTripa16 @narendramodi",Normal Speech
"@ranikapilfan @kapilsharmak9 
Main har din dua maangta ho 
Aur kapil sir ka show dekh kar to sare gum door ho hate hai",Hate Speech
"@aajtak Sahi bat hai hamari sarkar aur Indian army ko action lena chahiye.

But...
Women ke sath rape kab rukega ..........ab to Baba v.",Hate Speech
"KO ho gyi thi
 Farther ka Jo paisa tha yo abi tak nhi mila h jab jab Allahabad hate h tab tab koyi na koyi Bahana bana kar uapas kar diya j",Normal Speech
"“Ladke Hain garmi Chadh Jaati Hai, Rape Ho Jaate Hain, AB Kya Rape Ke Liye Sooli Pe Chadha Doge?” 

😂😂😂😂😂😂😂😂😂... https://t.co/5ynW2aiqyS",Normal Speech
@iamAbdullah342 Haan bhai rape toh Nai hua aaj koi. Par bomb toh pahte Tere Pakistan mein 😂😂. Chal Bhai jab tak zinda hai Twitter karle 😂😂,Normal Speech
"@rahulkanwal #DUissue 
Hume pahle police ko btana chahiye agar koi desh ke khilaf naare lagata hai ?
To rape ho rha ho tb bhi yahi kare ?",Normal Speech
"Nafrat Na Karna Kabi Mujse,
Ye mujhe Acha Nahi Lagy Ga,
 S
 S     
Bas Piyar Sey Keh Dena Yaar Prince Teri  Ab Zarorat Nahi Rahi...",Normal Speech
"@politicalSci_ @ArunbajpaiRajan eakdam sahi kha pta nahi kab hate ghi aesa soch 
Kab badle gha yaha ka mohal .aakhir kabtak sach se bage ghe",Normal Speech
"Ek aurat 
Ek maa ek beti ek ladki 
Ek patni pr usko pr ye samaj ki kt putli hein jb chahe ladki ko maar diya jb chahe rape kr diya aur India",Normal Speech
"hina ne uske liye whistle bjayi jise usne 2min. phle bola tha ""I hate U""
matlb chahti kya h ye
#luvtyagiwinninghearts",Hate Speech
"@pakpassion082 @shravanvyas9 @aboodlavish @RationalDude007 @hammad_oye 😂😂😂😂😂 Humare yaha insaan rape hota hain, aur waha bakri, gadha, kutte, deadbodies, khusre sab kuch rape hote hain. Dunia haasti hain in par aur yeh tweeter pe aate hain fake jihad karne. Are iss fake jihad se bakri nahi milegi. Phat ke nikal ke.😂😂😂 https://t.co/PTokzdbYHd",Normal Speech
"Karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chup.se sog mana rahey hain.
Ek waqt tha hum laashen uthatey thy roz",Normal Speech
"1-Aansu Ka Qatra Jo Khaufe Khuda Me nikle 2- Khoon Ka Qatra Jo Raahe Khuda Me Gire

Part 02

#Hadees 
#FarmaneNabvi",Normal Speech
"@nothamzakhan @ZeeNews Tumhare to terrorism failane aate Hain, Indian army 72 hooron se mila deti unko 😂",Hate Speech
@afaaq_soomro I am like u too sab hi use hate karte ha .... apna captain ha 😜,Normal Speech
"@Team_Shilpa @ColorsTV Kutta raju shriwastaw I hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta 

Love you shilpa 😍😍😍😍😍😍😍😍😍",Hate Speech
"@itsyoukhan @mbasitazeem @BBugti @MehranMarri @BhawalMengal Abe bhosdike waha puri kahabi likhi hai kaise un na mardo ne choti si bacchi ke sath galat kiya. 
Le jawab de diya 
Ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. Pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha",Normal Speech
"""Meri khwahish Bhi kuch Ajeeb si hai.!

""Wo Mujh se Nafrat kare To kare,!

""Lekin Mohabbat 
kisi Aur Se Na kare.!",Normal Speech
"@TheRealityShows Yes it will get . Because it's shilpa fandom . 
1000 baar sochna koi bhi ab shilpa ke bare me bura bolne se phle . Wo ab akeli nahi h .
Sale bhediyon 2 saal se kaisa jeena haram kiya tha shilpa ka tumne ab samjh aa raha hai .
Kya kya seh ke aayi hai hamari queen . I hate you 😡😡",Normal Speech
@manishsrk163 bhai hate n hater ki baat nahi.. main toh fact bol raha. Mujhe unlogo se koi lena dena nahi 😂,Normal Speech
@MoulanaShab @RuggedlyHandsum 😹😹😹😹😹😹 tum laave ho maulana tumhara rape kissi aur se nai hota dekh sakta main 😉😉😹😹😹 khud kerna parta hai,Normal Speech
@iAsadM ab hate karain ya love phunsay parray hain maanna tu parrega sardi nikli ja rahi hay 😂😂😂😂😂,Normal Speech
"@zeenats786 @BollySpy @BiggBossNewz @emocraze @TheRealityShows @HerdHUSH @RealArshiKhan @ArshiKhan_real @ArshiKOfficial @ArshiKhan_Fans @Tweet2GauFanz @TeamShilpaStans @vikaskgupta @TeamVikasGupta Ek hota he hate or ek hota he love.....love ki Nazar  to he Shilpa ji♥️.
Bki hate ho,wo hate wala Nazar kiske lya he yea samajh ne k lya app kafi samajhdar he.😂",Normal Speech
"@SriRambha @yadavchandrap Jhooth

Bilkul jhooth.

Ye deshbhkt hindu hain.Ab hindu jaag gaya hai ab hindu chup nahi baithega.

Gau-taskari kroge toh maroge, bachcha taskari krlo koi bat nahi.

Padmavati pr film banaoge zinda jala denge, naak kat denge, aashram mai rape karo, acid attack kro, koi nahi,",Hate Speech
"Kisi mahaan aadmi ne sach kaha:
But abhi cutiyapa itna badh gaya hai ke Sarcasm ka rape ho raha hai...!",Normal Speech
"Gareeb logon ko notebandi se koi farq nahi pada up the level of Higher middle class 
aur ye vinod dua to purana Modi hate aur 10JP Kutta hai https://t.co/3YVwWdX6f6",Hate Speech
"@gr9rohan @yadavakhilesh Delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai
Kahan hai modi Ji",Normal Speech
"Paya h Mata ji ki halat thik nhi h 
 Allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar",Normal Speech
"@fan_bb11 @BiggBoss Koi baat nai he shilpa ki bejati karne k liye to tum ko bahar akar patta chalega etna marenge something wessa hi kaha ..its too much yar ..hina akash ka to jokely kiya par usko buri tara peskiya shilpa ka ..i hate that guy 😠 #shilpians check out in voot app 
We stamd by shilpa",Hate Speech
"@itsyoukhan @mbasitazeem @BBugti @MehranMarri @BhawalMengal Hahaha tere msg chote ho gaye pakistan ki aukat ki tarah. 
Are ha musharraf ka kya hal hai. Suna hai uski gaand fat gayi hai. Isliye khule aam wo pakistani terrorism ko support kar raha hai hahahaha",Normal Speech
"Ye jo purane song me rap dalke uski maa bahan kr rahe hai na
Dekhna ek din koi inke jindagi ka rape karke chala jayega",Normal Speech
"@AmarUjalaNews ab haffiz saeed ko Bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai
Warna to sab 😝",Normal Speech
"@SidhaJailse @mbasitazeem @BBugti @MehranMarri @BhawalMengal acha chal betichod tujhe kisi aur site ka link de deeta hoon saza gai bhaar main yahi banda bahir aa k 10 aur bachiyoon ka rape kare ka yahi hota hai tere bharat mahan main 
https://t.co/uHjAkL75T4",Hate Speech
@K_FayaT tu ny gandi shakal banaie hoti rape victims ki tarhan ki 😂😂😂,Normal Speech
@mickyLost I hate takla's all raps. Woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai 😑,Hate Speech
@SidhaJailse @mbasitazeem @BBugti @MehranMarri @BhawalMengal Acha uspe saal k hazaoon rape ho jate hain. 😂😂😭,Normal Speech
"@TheKhabari1 yaha pe log apne fvrts ko support kam bani ko hate karne mei zyada zor laga thi hai 😂😂😂
Bani 💖💖💖💖💖💖💖💖💖💖",Hate Speech
"@GhanshyamTiwa 
Acha SP party ke log rape karte hai won to bhagwan hai/Kairana se Hindu ko bhagate ho woh to mahan hai/gunde to SP wale hai https://t.co/dBrmBeJFYq",Hate Speech
"Jab bhi koi couple dekhun mera garam khoon  khaule..khaule..khaule..khaule..khaule..khaule. 
@SarcasmHubb",Hate Speech
@SidhaJailse @mbasitazeem @BBugti @MehranMarri @BhawalMengal Nahi chutiye Pakistan top 20 main bhi nahi hai but india 3rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou 1st rank main zayda dair nahi 😂,Normal Speech
"""Kulbhushan Jadhav"" ji ki Family ko lautate waqt wait karna padha coz jo #car #driver service k liye appointed tha vo #Land of #terrorism k #Terrorists #camp mai gaya hoga.
#KulbhushanJadhav @dna
#Shameless #LandTerrorism
#HeavenOnEarth for #Terrorists https://t.co/hmN30SUnNX",Normal Speech
"@itsyoukhan @mbasitazeem @BBugti @MehranMarri @BhawalMengal Aha pakistan .ein police bhi rape kar ti hai 
Tu janwar chodta hai. 
Haad hai gandu pakistanio ki . 
International stage pe toh koi aukat hai nahi ab pakistanio ki pakistan mein bhi koi izzat nahi. Hahahaha",Normal Speech
@karanjohar @ReallySwara I hate them jo log aapko badnami karte hai kyonke aap hamare lye ek bahat khas insaan ho 💖💖💖💖💖👌👌👌👌👌,Hate Speech
"Asaram Bapu Ji per case banata hi nhi hai, FIR me rape ka ullek nhi hai - DR Swamy.
#BogusCaseOnBapuji",Normal Speech
"@Shambhvi_ @fuzail_ayyubi Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha? 
Aur Asaram aur wo dera wale tumhare daddy. 
Hahahaha.",Hate Speech
"@Iam_Prerna  kya fayda khoon jalane se ,ignore kriye , samay ek jaisa nhi rheta hai 🙂",Normal Speech
"#JadhavKoWapasBhejo 
Pakistan sirf terrorism hi failana janta h usko rishto ki ehmiyat nahi samaj aati he. isliye ek maa ko bete se gale nahi milne diya.",Normal Speech
"@AdibaDare Ub khoon kyon thanda padh gaya hae BJP walon ka.

Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???",Normal Speech
@SidhaJailse @mbasitazeem @BBugti @MehranMarri @BhawalMengal Abay bhosday 10 saal ki bachi ko pregnant karne say acha hai janwar he chod lou...  Tum log bhi apne maa bheno ko ka rape choro aur janwaroon pay garmi nikalo apni shayad india ki rale rating kam ho jai 😂😂,Hate Speech
"*DESI ILAJ*
5Anjeer Tukray Kar K Pao Doodh Men Ubal K Thanda Kar K Daily Sonay Se Pehle Khaya Karen
Kuch Dino Men Bawaseer Ka Khoon Bnd Hoga",Normal Speech
"@sWeEtPaNkAjG @Jayraj2034 Hum sabhya samaj me log hai
Trail jiska chal raha hai rape or murder case ka
Support nahi kar sakte.",Normal Speech
"Damashq:
Sham Me Sarak Kinare Nasb Bomb Ka Dhamaka, 4 Roosi Fauji Halak, 2 Zakhmi,
*Hitler Ka Phone 2 Lakh 40 Hazar Dollar Me Farokht.",Normal Speech
"@pratiktech85 @defencepk app nay jo link diya hai uski baat ki hai mainay 
rape ki tou app baat karo matt warna buhat zaleel hoge 😂",Hate Speech
"@Pawaneyefordelh @yadavakhilesh Sahi baat jab akhilesh ka gunda raaj tha ,rape hote the aur repist ko bachaya bhi jata tha tab ye chamche kaha the ab sab better hai",Normal Speech
"6 tons HATE for those jinko Monday ko chuti hoti hai aur wo subha subha uth k bethy hoty hain!
😠😠😠😠",Hate Speech
"#LQvIU
Elliot ko to 7 khoon maaf ye to phir ek catch hay😍😍",Normal Speech
@Sabs535 hota hoga parrrrr nafrat c hai mujhe formalities main 😉,Normal Speech
"@dawahbyicode @Madame_Micawber @nimish41128245 @jose2ss @MikaelBl0mkvist @Semmukham @Spiritism00 @suprema_she @MuslimGhazi @Gubomaster @dka1966 @avullamparthi @bsp_pari @hariya108 @JGN190 @SaaranshAwasthi @SNesanK @Helll000 @piyush2627992 @wavehit @ShockTreatment3 @KarikaalanArima @r_chandran @human24679 @rayapfr2 @RichardFoxYoung @TeluguNativist @JohnBab52874351 @BrethrenIndia @abdultawaab119 @SharayAbdullah @GalNextD00r @liTzz17 @NorthernTribes @BeeGorgeous3 @divyarunpai @SANDIPANMITRA6 @VivekSurana9 @Print2Fits @mattbradley0809 @Robin_D__ @intelligent50 @GreatHeretic @kautilyadharma @Aryavarrt @RaghavIyer108 @denizkrisss @LePlerome @JonathanHukkeri @KapilSibal fir bhee unka kuchh nahin hota. Wahan ke sheikh rape bhee karte hain, to use accident maan liya jata hai. +
https://t.co/9poJGxEhqF",Normal Speech
"@jaysidh1 @PreciousBaatein @rajnathsingh @narendramodi @Vandana_News24 Jis ne ched Chad k us k hath kat do 
Jis baba n rape kiya use k liye pure sahar m aag laga di kya insaf sirf hindu ya muslim dekh kar kroge",Normal Speech
