hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,7,2017,January,2,8,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,0,Check-Out,11-01-17
Resort Hotel,0,32,2016,February,7,8,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,33.3,0,0,Check-Out,15-02-16
Resort Hotel,0,212,2016,August,35,21,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,69.86,0,0,Check-Out,04-09-16
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,01-01-15
City Hotel,1,124,2017,January,2,13,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1,Canceled,27-10-16
Resort Hotel,0,28,2016,February,9,22,2,5,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.0,0,1,Check-Out,29-02-16
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,06-07-15
Resort Hotel,0,20,2016,July,31,24,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,149.38,0,2,Check-Out,28-07-16
Resort Hotel,0,118,2016,August,34,15,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,151.83,0,1,Check-Out,18-08-16
City Hotel,0,54,2016,October,43,16,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,21.0,,0,Transient-Party,66.5,0,0,Check-Out,20-10-16
City Hotel,0,221,2017,June,25,23,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.1,0,2,Check-Out,25-06-17
Resort Hotel,0,31,2015,December,49,3,0,1,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,61.2,0,1,Check-Out,04-12-15
City Hotel,1,144,2016,July,27,1,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,No-Show,01-07-16
City Hotel,0,28,2016,September,40,26,1,0,1,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,104.0,0,1,Check-Out,27-09-16
Resort Hotel,0,61,2016,February,6,4,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Transient,42.5,0,0,Check-Out,14-02-16
City Hotel,0,17,2015,September,39,26,2,2,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,30-09-15
City Hotel,0,282,2016,June,24,9,0,3,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,48,Transient-Party,73.33,0,1,Check-Out,12-06-16
City Hotel,0,77,2016,May,23,31,0,4,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,198.9,0,1,Check-Out,04-06-16
Resort Hotel,0,35,2016,November,46,10,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,37.8,0,2,Check-Out,13-11-16
City Hotel,1,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,20-06-16
Resort Hotel,0,148,2015,August,34,21,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,211.0,1,0,Check-Out,22-08-15
City Hotel,1,152,2016,April,18,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,1,Canceled,25-04-16
City Hotel,0,221,2017,April,17,28,1,2,1,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,100.6,0,2,Check-Out,01-05-17
Resort Hotel,1,223,2016,June,25,13,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2,Canceled,09-11-15
City Hotel,1,61,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,01-09-15
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,05-02-16
City Hotel,0,235,2016,August,36,31,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,1,1,Check-Out,03-09-16
City Hotel,1,358,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,23-07-15
City Hotel,0,40,2016,September,38,13,0,4,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,3,No Deposit,86.0,,0,Transient-Party,108.0,0,0,Check-Out,17-09-16
Resort Hotel,0,154,2017,July,27,6,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,137.5,0,2,Check-Out,10-07-17
Resort Hotel,0,244,2017,July,26,1,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.0,0,2,Check-Out,08-07-17
City Hotel,0,368,2017,June,26,28,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,01-07-17
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,22-01-16
City Hotel,0,8,2016,April,17,21,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,220.0,0,2,Check-Out,24-04-16
Resort Hotel,0,4,2016,March,10,5,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,37.0,0,0,Check-Out,12-03-16
City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,No-Show,23-11-15
Resort Hotel,0,10,2017,February,8,24,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,60.0,0,0,Check-Out,26-02-17
City Hotel,1,63,2016,May,20,10,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,08-04-16
Resort Hotel,0,129,2016,August,34,16,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,211.2,0,0,Check-Out,23-08-16
City Hotel,0,116,2017,May,19,11,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,0,Check-Out,14-05-17
City Hotel,0,61,2015,October,43,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.75,0,1,Check-Out,25-10-15
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,18-01-16
City Hotel,0,121,2016,July,28,7,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,09-07-16
Resort Hotel,0,222,2016,April,17,23,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,156.0,,0,Transient,41.33,0,2,Check-Out,30-04-16
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,19-01-17
Resort Hotel,1,160,2016,August,33,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.0,0,0,Canceled,26-07-16
City Hotel,1,27,2016,December,49,1,1,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,1,Canceled,07-11-16
City Hotel,1,134,2017,January,2,14,1,1,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,18-11-16
City Hotel,1,65,2016,May,22,23,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient-Party,85.0,0,0,No-Show,23-05-16
City Hotel,0,54,2016,October,42,15,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,7.0,,0,Transient,107.41,0,1,Check-Out,17-10-16
City Hotel,0,65,2016,December,53,26,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,105.61,0,1,Check-Out,30-12-16
City Hotel,1,142,2017,June,26,29,1,3,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.05,0,0,Canceled,25-02-17
Resort Hotel,0,33,2017,August,33,18,1,2,2,0.0,0,FB,PRT,Online TA,Direct,1,0,1,A,E,10,No Deposit,240.0,,0,Transient-Party,270.0,1,4,Check-Out,21-08-17
City Hotel,0,79,2017,April,16,19,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,1,Check-Out,22-04-17
Resort Hotel,1,30,2016,March,11,7,1,5,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.4,0,0,Canceled,01-03-16
City Hotel,0,2,2017,February,6,9,0,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,79.0,0,1,Check-Out,11-02-17
City Hotel,0,6,2017,July,27,2,2,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,04-07-17
City Hotel,0,97,2016,August,33,8,1,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,1,Check-Out,13-08-16
Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0,Canceled,17-06-15
City Hotel,0,66,2017,January,4,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,29-01-17
City Hotel,1,396,2017,June,26,25,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Canceled,24-05-17
City Hotel,0,58,2017,April,15,12,0,2,2,0.0,0,BB,MLT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0,Check-Out,14-04-17
Resort Hotel,0,10,2015,October,44,29,1,3,2,0.0,0,BB,,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,42.0,1,0,Check-Out,02-11-15
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,16-11-15
Resort Hotel,1,205,2017,March,11,18,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,16-10-16
City Hotel,0,29,2017,April,17,28,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,143.5,0,1,Check-Out,02-05-17
City Hotel,1,38,2016,March,13,24,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.8,0,0,Canceled,16-02-16
Resort Hotel,0,247,2016,September,38,14,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,86.0,0,0,Check-Out,15-09-16
City Hotel,1,192,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,23,Transient,170.0,0,0,Canceled,21-12-16
Resort Hotel,0,17,2016,March,14,27,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient-Party,93.0,0,0,Check-Out,31-03-16
Resort Hotel,1,161,2017,January,2,9,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,02-08-16
Resort Hotel,0,28,2016,November,47,14,2,5,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,69.0,,0,Transient,19.35,0,0,Check-Out,21-11-16
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,06-07-17
City Hotel,0,71,2016,October,43,22,1,1,1,0.0,0,HB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,39.0,,0,Transient,126.5,0,0,Check-Out,24-10-16
City Hotel,0,1,2016,March,10,3,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0,0,Check-Out,04-03-16
City Hotel,0,10,2016,October,41,3,1,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,145.0,0,2,Check-Out,05-10-16
City Hotel,0,2,2017,August,33,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,127.6,0,1,Check-Out,20-08-17
Resort Hotel,0,7,2016,August,36,29,1,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,176.1,1,1,Check-Out,02-09-16
City Hotel,0,40,2016,December,50,7,0,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,1,Check-Out,11-12-16
City Hotel,0,15,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,20-02-16
City Hotel,1,237,2017,August,34,21,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,27-04-17
City Hotel,0,25,2017,March,10,6,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,91.8,0,0,Check-Out,10-03-17
City Hotel,1,4,2016,February,6,5,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Canceled,01-02-16
City Hotel,0,14,2015,September,37,10,2,6,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,100.88,0,0,Check-Out,18-09-15
